id,name,organization,profile link,affiliation,majors
9sg-7WkAAAAJ,Jean Paul Chaiban,American University of Beirut,https://scholar.google.com/citations?hl=en&user=9sg-7WkAAAAJ,American University of Beirut,Machine Learning Artificial Intelligence
W_ll9j8AAAAJ,Farouk F. Abou Hassan,American University of Beirut,https://scholar.google.com/citations?hl=en&user=W_ll9j8AAAAJ,American University of Beirut,Virology Immunology Immunotherapy CAR T-cells Genetics of peripheral artery disease
IvyeXdsAAAAJ,Waddah Malaeb,American University of Beirut,https://scholar.google.com/citations?hl=en&user=IvyeXdsAAAAJ,"Graduate student in Mechanical Engineering, American University of Beirut (AUB)",Design and Manufacturing Biomechanics Biomaterials and medical devices tissue engineering Drug delivery
iC7yq34AAAAJ,Lama Shaer,American University of Beirut,https://scholar.google.com/citations?hl=en&user=iC7yq34AAAAJ,"PhD Student, American University of Beirut",
e0HAxOYAAAAJ,Joan Younes,American University of Beirut,https://scholar.google.com/citations?hl=en&user=e0HAxOYAAAAJ,American University of Beirut,
rhWLgkwAAAAJ,Mousa Mohammadian,American University of Beirut,https://scholar.google.com/citations?hl=en&user=rhWLgkwAAAAJ,American University of Beirut,Philosophy Philosophy of Science
VsHJWJ8AAAAJ,Mark Doumit,American University of Beirut,https://scholar.google.com/citations?hl=en&user=VsHJWJ8AAAAJ,"American University of Beirut, Faculty of Medicine",Neuroscience Psychology Biomedical Sciences Psychiatry
P9nHK60AAAAJ,Cherine Fawaz,American University of Beirut,https://scholar.google.com/citations?hl=en&user=P9nHK60AAAAJ,american university of beirut,neurology
HwSa6AwAAAAJ,Hanan Aghar,American University of Beirut,https://scholar.google.com/citations?hl=en&user=HwSa6AwAAAAJ,American University of Beirut,Medicine
fNcfpYoAAAAJ,Lara Chehabeddine,American University of Beirut,https://scholar.google.com/citations?hl=en&user=fNcfpYoAAAAJ,American University of Beirut,Neuropsychology
nQu1kcwAAAAJ,Houda Tantawi,American University of Beirut,https://scholar.google.com/citations?hl=en&user=nQu1kcwAAAAJ,"Graduate student, Biochemistry and Molecular Genetics, American University of Beirut (AUB …",cardiovascular diseases genetics
a_Xgi9oAAAAJ,Nabil Mansour,American University of Beirut,https://scholar.google.com/citations?hl=en&user=a_Xgi9oAAAAJ,American University of Beirut,Artificial Intelligence in Medicine & Healthcare …
0HLAwoQAAAAJ,Ghida Nouhad Itani,American University of Beirut,https://scholar.google.com/citations?hl=en&user=0HLAwoQAAAAJ,American University of Beirut,Microbiology
LhyxzjcAAAAJ,Mohamad Almalla,American University of Beirut,https://scholar.google.com/citations?hl=en&user=LhyxzjcAAAAJ,American University of Beirut,Public Health Nutrition
ojo0_24AAAAJ,Manal K. Elzalabany,American University of Beirut,https://scholar.google.com/citations?hl=en&user=ojo0_24AAAAJ,American University of Beirut (AUB),Population Health Epidemiology Biostatistics
7dejnDAAAAAJ,Tracy Daou,American University of Beirut,https://scholar.google.com/citations?hl=en&user=7dejnDAAAAAJ,American University of Beirut,
PQxKMWAAAAAJ,Alejandro Centeno,American University of Beirut,https://scholar.google.com/citations?hl=en&user=PQxKMWAAAAAJ,"Assistant Professor | Suliman S. Olayan School of Business, American University of Beirut",Organizational Studies Ethics and diversity Display work Interpretive methods CMS
_fQhKUYAAAAJ,Farah Ali Ahmad,American University of Beirut,https://scholar.google.com/citations?hl=en&user=_fQhKUYAAAAJ,"American University of Beirut, Maroun Semaan Faculty of Engineering and Architecture",Organic Micropollutants Pharmaceuticals Liquid Chromatography Gas Chromatography Microplastics
Ve65S_cAAAAJ,Fatima Mroue,American University of Beirut,https://scholar.google.com/citations?hl=en&user=Ve65S_cAAAAJ,"Lecturer, American University of Beirut",applied mathematics cardiac electro-mechanics numerical analysis simulation
HLiRefcAAAAJ,Mohamad Fawzi Awad,American University of Beirut,https://scholar.google.com/citations?hl=en&user=HLiRefcAAAAJ,"Masters in Biomedical Engineering, American University of Beirut",
-ikS0isAAAAJ,Elise Assouad,American University of Beirut,https://scholar.google.com/citations?hl=en&user=-ikS0isAAAAJ,"Medical Doctor, American University of Beirut",Anesthesiology and pain medicine
uFThlcsAAAAJ,Randa Salamoun,American University of Beirut,https://scholar.google.com/citations?hl=en&user=uFThlcsAAAAJ,American University of Beirut,Organization studies disruption information systems/ technology ethics and advanced analytics ICT-enabled work
a2NMsAcAAAAJ,Nadim Cortas,American University of Beirut,https://scholar.google.com/citations?hl=en&user=a2NMsAcAAAAJ,Professor of Medicine and Pharmacology American University of Beirut,biochemistry
H9FOCc0AAAAJ,Ali Abboud,American University of Beirut,https://scholar.google.com/citations?hl=en&user=H9FOCc0AAAAJ,American University of Beirut,Labor Economics Applied Micro
64oD_dwAAAAJ,Ahmad Ghizzawi,American University of Beirut,https://scholar.google.com/citations?hl=en&user=64oD_dwAAAAJ,"Graduate student, American University of Beirut",machine learning crowdsourcing fairness
aUoK1MAAAAAJ,Hussein Hayek,American University of Beirut,https://scholar.google.com/citations?hl=en&user=aUoK1MAAAAAJ,American University of Beirut,
cIOqBtYAAAAJ,Rafika Dinnawi,American University of Beirut,https://scholar.google.com/citations?hl=en&user=cIOqBtYAAAAJ,"Instructor of Electrical and Computer Engineering, American University of Beirut",Renewable energy Power Systems Power Electronics
udbY4x8AAAAJ,Grace Khawam,American University of Beirut,https://scholar.google.com/citations?hl=en&user=udbY4x8AAAAJ,American University of Beirut,disability development studies
__12pKgAAAAJ,Chafik Abdallah,American University of Beirut,https://scholar.google.com/citations?hl=en&user=__12pKgAAAAJ,American University of Beirut,Water Management Optimization modeling sustainability
RkPYLgEAAAAJ,Tania Abi Nassif,American University of Beirut,https://scholar.google.com/citations?hl=en&user=RkPYLgEAAAAJ,American Univesity of Beirut,pediatrics pediatric cardiology
v_cRj3UAAAAJ,Joelle Hassanieh,American University of Beirut,https://scholar.google.com/citations?hl=en&user=v_cRj3UAAAAJ,American University of Beirut,Surgery Oncology Inflammation
BOAQUw8AAAAJ,Walid Ghandour,American University of Beirut,https://scholar.google.com/citations?hl=en&user=BOAQUw8AAAAJ,American University of Beirut,Computer Architecture Electronic Design Automation Formal and Fucntion Verification
SsQUrAIAAAAJ,Nancy El Beayni,American University of Beirut,https://scholar.google.com/citations?hl=en&user=SsQUrAIAAAAJ,American University of Beirut,Transfusion Medicine apheresis coagulation
d_t8u8QAAAAJ,Mohamad Hadi El Charif,American University of Beirut,https://scholar.google.com/citations?hl=en&user=d_t8u8QAAAAJ,American University of Beirut,Hematology-Oncology
2-yUvPoAAAAJ,Rasha T. Kakati,American University of Beirut,https://scholar.google.com/citations?hl=en&user=2-yUvPoAAAAJ,American University of Beirut,Surgery Oncology
dci9q98AAAAJ,Karen Hannouche,American University of Beirut,https://scholar.google.com/citations?hl=en&user=dci9q98AAAAJ,American University of Beirut,Synthesis Characterization and Applications of Metal …
69WSD70AAAAJ,Amro F. Khalili,American University of Beirut,https://scholar.google.com/citations?hl=en&user=69WSD70AAAAJ,"Assistant Professor of Clinical Anesthesiology, American Universiry of Beirut (AUB).",Cardiothoracic Anesthesia. Pediatric …
NSEM45IAAAAJ,Maha weiss,American University of Beirut,https://scholar.google.com/citations?hl=en&user=NSEM45IAAAAJ,"Student, American University of Beirut",Natural Language Processing Gender Bias Machine Learning Data Analytics
mJuv1w4AAAAJ,Ghina Hassan,American University of Beirut,https://scholar.google.com/citations?hl=en&user=mJuv1w4AAAAJ,"Postdoctoral researcher, American University of Beirut",Automation & Robotics Hybrid Electrical vehicles Trajectory generation Wind Turbine Control
O5dnx-wAAAAJ,Nataly W. El-Haddad,American University of Beirut,https://scholar.google.com/citations?hl=en&user=O5dnx-wAAAAJ,American University of Beirut,Environmental Science Toxicology Ecology Health
xGJTG08AAAAJ,Reem Yassine,American University of Beirut,https://scholar.google.com/citations?hl=en&user=xGJTG08AAAAJ,"PhD candidate in Mechanical Engineering, American University of Beirut",Structural health monitoring Fiber optics Structural engineering Dynamic analysis.
X679sroAAAAJ,Majd Osseiran,American University of Beirut,https://scholar.google.com/citations?hl=en&user=X679sroAAAAJ,American University of Beirut,Computer Architecture FPGA Design Hardware Acceleration
yA3EeeUAAAAJ,Zane Siraj Sinno,American University of Beirut,https://scholar.google.com/citations?hl=en&user=yA3EeeUAAAAJ,"Lecturer Communication Skills Program, American University of Beirut",Language Globalization Educational technology Language Learning Higher Education Language and power
hUQcKwkAAAAJ,Nidal Jouni,American University of Beirut,https://scholar.google.com/citations?hl=en&user=hUQcKwkAAAAJ,American University of Beirut,giftedness inclusion leadership
rKtlMe8AAAAJ,Sara Dia,American University of Beirut,https://scholar.google.com/citations?hl=en&user=rKtlMe8AAAAJ,Research Assistant at the American University of Beirut,Water resources water quality water treatment
rBcr2bQAAAAJ,Arwa El Rifai,American University of Beirut,https://scholar.google.com/citations?hl=en&user=rBcr2bQAAAAJ,American University of Beirut,General Surgery
_C-z2nYAAAAJ,Mohamad Dhaybi,American University of Beirut,https://scholar.google.com/citations?hl=en&user=_C-z2nYAAAAJ,American University of Beirut,Control systems System Identification Computer Vision Machine Learning
szX5Z_gAAAAJ,Mohamad Mansour,American University of Beirut,https://scholar.google.com/citations?hl=en&user=szX5Z_gAAAAJ,"Student, American University of Beirut",Machine Learning
HzF_kvoAAAAJ,michel daher,American University of Beirut,https://scholar.google.com/citations?hl=en&user=HzF_kvoAAAAJ,American University Of Beirut Medical Center,mental health
m6LY93kAAAAJ,Farah Kobaissy,American University of Beirut,https://scholar.google.com/citations?hl=en&user=m6LY93kAAAAJ,Senior Research Assistant at Asfari Institute at the American University in Beirut (AUB),social movements gender labor trade unions migration
4Ev-pWUAAAAJ,Georgette Dib,American University of Beirut,https://scholar.google.com/citations?hl=en&user=4Ev-pWUAAAAJ,American University of Beirut,Neurology neurosurgery immunology psychiatry
Zlf0oiEAAAAJ,Mahdi Zwain,American University of Beirut,https://scholar.google.com/citations?hl=en&user=Zlf0oiEAAAAJ,"Student, American University of Beirut",Machine Learning Data Science Micro-robotics
8j7iIcoAAAAJ,maya antoun,American University of Beirut,https://scholar.google.com/citations?hl=en&user=8j7iIcoAAAAJ,"PhD Student in Mechanical Engineering, American University of Beirut",Robotics and Computer Vision
p512sXYAAAAJ,lilian ghotmi,American University of Beirut,https://scholar.google.com/citations?hl=en&user=p512sXYAAAAJ,American University of Beirut,Plastic Surgery
XgS-mKYAAAAJ,Najla Daher,American University of Beirut,https://scholar.google.com/citations?hl=en&user=XgS-mKYAAAAJ,American University of Beirut (AUB),Public Health Health Policy
bBVH39cAAAAJ,Jida Mulki,American University of Beirut,https://scholar.google.com/citations?hl=en&user=bBVH39cAAAAJ,American University of Beirut,Biostatistics Epidemiology Public Health
nOUIvP4AAAAJ,Mohammad Dawi,American University of Beirut,https://scholar.google.com/citations?hl=en&user=nOUIvP4AAAAJ,"Masters, American University of Beirut",Artificial Intelligence computer vision machine learning
j-fxVzAAAAAJ,Ruby Khalaf,American University of Beirut,https://scholar.google.com/citations?hl=en&user=j-fxVzAAAAAJ,American University of Beirut,Molecular Biology Biochemistry Public Health and Management
Ly97Bf4AAAAJ,Batoul R. Safieddine,American University of Beirut,https://scholar.google.com/citations?hl=en&user=Ly97Bf4AAAAJ,American University of Beirut,Clinical Psychology
iuhzHcMAAAAJ,Heba M. Badawe,American University of Beirut,https://scholar.google.com/citations?hl=en&user=iuhzHcMAAAAJ,American University of Beirut,Neuromodulaion Ultrasound
XBP1Lq4AAAAJ,Doaa Al-Otoom,American University of Beirut,https://scholar.google.com/citations?hl=en&user=XBP1Lq4AAAAJ,"Master of Computer Architecure, American University of Beirut",computer architecure
GV03mEIAAAAJ,Hiyam Ghannam,American University of Beirut,https://scholar.google.com/citations?hl=en&user=GV03mEIAAAAJ,American University of Beirut,Data Science Machine Learning Meta Learning Natural Language Processing
P2k3VPgAAAAJ,Christina AlGemayel,American University of Beirut,https://scholar.google.com/citations?hl=en&user=P2k3VPgAAAAJ,Researcher at the American University of Beirut,Machine learning | Computer vision …
vWRQEMIAAAAJ,Bshara Sleem,American University of Beirut,https://scholar.google.com/citations?hl=en&user=vWRQEMIAAAAJ,American University of Beirut,Medicine
4qnxma4AAAAJ,Elio R. Bitar,American University of Beirut,https://scholar.google.com/citations?hl=en&user=4qnxma4AAAAJ,"American University of Beirut, Lebanon",
58xDFZ4AAAAJ,Hussein M. Ramadan,American University of Beirut,https://scholar.google.com/citations?hl=en&user=58xDFZ4AAAAJ,"Machine Learning Researcher, AUB",AI Machine Learning Internet of Things Deep Learning DOS
qA67eqcAAAAJ,Ahmad Hamandi,American University of Beirut,https://scholar.google.com/citations?hl=en&user=qA67eqcAAAAJ,Researcher at the American University of Beirut,Artificial Intelligence Machine Learning
_LwpuP4AAAAJ,Theresa Honein,American University of Beirut,https://scholar.google.com/citations?hl=en&user=_LwpuP4AAAAJ,"American University of Beirut, Lebanon",Dynamics
2_T_LdAAAAAJ,Nadine Khayat,American University of Beirut,https://scholar.google.com/citations?hl=en&user=2_T_LdAAAAAJ,"Senior Lecturer, American University of Beirut",Multiculturalism Social integration policy and governance public space & seafronts
w6VEWLkAAAAJ,Ghena Lababidi,American University of Beirut,https://scholar.google.com/citations?hl=en&user=w6VEWLkAAAAJ,American University of Beirut,
YFTUPaAAAAAJ,Youssef Jalloul,American University of Beirut,https://scholar.google.com/citations?hl=en&user=YFTUPaAAAAAJ,American University of Beirut,
pyK2UcIAAAAJ,Mohammad Hasan Senan,American University of Beirut,https://scholar.google.com/citations?hl=en&user=pyK2UcIAAAAJ,Suliman S. Olayan School of Business- American University of Beirut,Project Management
5Gm43-YAAAAJ,Omar Zein,American University of Beirut,https://scholar.google.com/citations?hl=en&user=5Gm43-YAAAAJ,American University of Beirut,Surgery
Zsdr4hoAAAAJ,Marwa Faraj,American University of Beirut,https://scholar.google.com/citations?hl=en&user=Zsdr4hoAAAAJ,"Msc of Biomedical Engineering, American University of Beirut",
1kbO658AAAAJ,Elie Kahale,American University of Beirut,https://scholar.google.com/citations?hl=en&user=1kbO658AAAAJ,American University of Beirut,Mobile Agent
Acgb7rIAAAAJ,Zeina Radwan,American University of Beirut,https://scholar.google.com/citations?hl=en&user=Acgb7rIAAAAJ,"PhD candidate, American University of Beirut",cancer colorectal cancer Algae apoptosis
7_buVLcAAAAJ,Yara Ghamlouche,American University of Beirut,https://scholar.google.com/citations?hl=en&user=7_buVLcAAAAJ,"Masters Student in Biomedical Engineering, AUB",Biomedical Engineering Computational Modelling Upper Airway Sleep Apnea
92d_n04AAAAJ,Zainab Swaidan,American University of Beirut,https://scholar.google.com/citations?hl=en&user=92d_n04AAAAJ,American University of Beirut,Electronics Neural Networks
K-m859UAAAAJ,Houda Mikati,American University of Beirut,https://scholar.google.com/citations?hl=en&user=K-m859UAAAAJ,Phd at American University of Beirut,Neuroscience
R9ayiuIAAAAJ,Barbara Abou Tanos,American University of Beirut,https://scholar.google.com/citations?hl=en&user=R9ayiuIAAAAJ,"Assistant Professor of Finance, American University of Beirut",
o2SFdcMAAAAJ,mona El Abbasi,American University of Beirut,https://scholar.google.com/citations?hl=en&user=o2SFdcMAAAAJ,"PhD Candidate in Communications, RF and Electromagnetic Engineering at American …",Communications Radio Frequency and Electromagnetics
f9IKV94AAAAJ,Anas El Zouhbi,American University of Beirut,https://scholar.google.com/citations?hl=en&user=f9IKV94AAAAJ,American University of Beirut,Medicine Clinical Research Orthopedic Surgery
Ny_8Gw8AAAAJ,Azzam Tomeh,American University of Beirut,https://scholar.google.com/citations?hl=en&user=Ny_8Gw8AAAAJ,American University of Beirut,Public Sphere Religion and Politics Islamism Syria Lebanon
yAMgmxUAAAAJ,Nourelhoda Itani,American University of Beirut,https://scholar.google.com/citations?hl=en&user=yAMgmxUAAAAJ,American University of Beirut,Environmental Engineering
Jy5hw88AAAAJ,Amr Kebbi,American University of Beirut,https://scholar.google.com/citations?hl=en&user=Jy5hw88AAAAJ,AMERICAN UNIVERSITY of Beirut,Entrepreneurial Identity Entrepreneurship Ecosystems
_Si5_PYAAAAJ,KAREEM ABU,American University of Beirut,https://scholar.google.com/citations?hl=en&user=_Si5_PYAAAAJ,American Universityof Beirut; Department of Biomedical Engineering,Fluid dynamics heat transfer and aerodynamics ultrasonic modulation sleep apnea
gKGz7MMAAAAJ,Omar Itani,American University of Beirut,https://scholar.google.com/citations?hl=en&user=gKGz7MMAAAAJ,"Ph.D. Student, Vision and Robotics Lab, American University of Beirut",Robotics Motion Planning Locomotion
qv6MgisAAAAJ,Ranime Ayssar Nahlé,American University of Beirut,https://scholar.google.com/citations?hl=en&user=qv6MgisAAAAJ,AUB Master's Student,Tactical Urbanism Temporary Use Model Public Space
YS7B8zkAAAAJ,Mayssan kabalan,American University of Beirut,https://scholar.google.com/citations?hl=en&user=YS7B8zkAAAAJ,American University of Beirut,Epidemiology
3Xtx6QIAAAAJ,Rola Kwayess,American University of Beirut,https://scholar.google.com/citations?hl=en&user=3Xtx6QIAAAAJ,"Endocrinology and Metabolism Fellow, American University of Beirut Medical Center",
n55idCgAAAAJ,Youssef Doughan,American University of Beirut,https://scholar.google.com/citations?hl=en&user=n55idCgAAAAJ,"Lecturer, PhD Economics, American University of Beirut",Economics Environment Management Feasibility
ksgH71cAAAAJ,Nour Osman,American University of Beirut,https://scholar.google.com/citations?hl=en&user=ksgH71cAAAAJ,"Research Assistant, American University of Beirut",Epidemiology and Population Health
SRFC3ZUAAAAJ,Sarah Abdul-Nabi,American University of Beirut,https://scholar.google.com/citations?hl=en&user=SRFC3ZUAAAAJ,American University of Beirut Medical Center,Emergency Medicine
sgF9togAAAAJ,Aya Al-Saidi,American University of Beirut,https://scholar.google.com/citations?hl=en&user=sgF9togAAAAJ,"Graduate Student, American University of Beirut",Mitochondria Metabolism Muscles and Adipose Tissues
f_4px-oAAAAJ,Suzanne Charbaji,American University of Beirut,https://scholar.google.com/citations?hl=en&user=f_4px-oAAAAJ,American University of Beirut,
G-gdqw0AAAAJ,Malak Slim,American University of Beirut,https://scholar.google.com/citations?hl=en&user=G-gdqw0AAAAJ,Ph.D. Candidate | American University of Beirut | Vision and Robotics Lab,Robotics Control Systems Artificial Intelligence
EkK6STAAAAAJ,Rouba Ballout,American University of Beirut,https://scholar.google.com/citations?hl=en&user=EkK6STAAAAAJ,American University of Beirut,Food Safety Education Statistics
Zsx2IxAAAAAJ,Peter Kitlas,American University of Beirut,https://scholar.google.com/citations?hl=en&user=Zsx2IxAAAAAJ,"Assistant Professor of History, American University of Beirut",North African history Mediterranean diplomacy scribal practices and knowledge production
pm3d7ikAAAAJ,Rayyan Nasr,American University of Beirut,https://scholar.google.com/citations?hl=en&user=pm3d7ikAAAAJ,"Computer and Communications Engineering, American University of Beirut",Reinforcement Learning Software Engineering
wFQnxbkAAAAJ,Rim Hazimeh,American University of Beirut,https://scholar.google.com/citations?hl=en&user=wFQnxbkAAAAJ,"Researcher, American University of Beirut",GIS Data Analysis Land Use Environment Water
icYl1q0AAAAJ,Rita Itani,American University of Beirut,https://scholar.google.com/citations?hl=en&user=icYl1q0AAAAJ,"Strategic Project and Research Coordinator, American University of Beirut",Food Insecurity Health and Nutrition Policy Food System Mental Health Community Nutrition
Ba6QDpwAAAAJ,Mutaz Kassas,American University of Beirut,https://scholar.google.com/citations?hl=en&user=Ba6QDpwAAAAJ,American University of Beirut Medical Center,
ZJ-rBoYAAAAJ,Dalal Rahme,American University of Beirut,https://scholar.google.com/citations?hl=en&user=ZJ-rBoYAAAAJ,American University of Beirut,Digital Humanities Data Management Data Organization Data Visualization Information Literacy
mziAuncAAAAJ,Noura Wahoud,American University of Beirut,https://scholar.google.com/citations?hl=en&user=mziAuncAAAAJ,"Medical student, American University of Beirut",Ophthalmology
RAAR5HIAAAAJ,Georges Kfoury,American University of Beirut,https://scholar.google.com/citations?hl=en&user=RAAR5HIAAAAJ,"PhD Candidate, American University of Beirut",Tissue Engineering Biomaterials Biomimicry
DEtbdR0AAAAJ,Khaled Noubani,American University of Beirut,https://scholar.google.com/citations?hl=en&user=DEtbdR0AAAAJ,American University of Beirut,Bibliometrics library instruction collection development
uY2T1ZsAAAAJ,Elsa Hebbo,American University of Beirut,https://scholar.google.com/citations?hl=en&user=uY2T1ZsAAAAJ,"American University of Beirut , Emory University",
AdJ17KkAAAAJ,Razan Dbaibo,American University of Beirut,https://scholar.google.com/citations?hl=en&user=AdJ17KkAAAAJ,"Academic Assistant, American University of Beirut",
xjPO6FQAAAAJ,Vanessa Helou,American University of Beirut,https://scholar.google.com/citations?hl=en&user=xjPO6FQAAAAJ,American University of Beirut,
MKsrOZUAAAAJ,Heba Hellany,American University of Beirut,https://scholar.google.com/citations?hl=en&user=MKsrOZUAAAAJ,Lecturer- American University of Beirut,Microbiology Plant physiology Cell culture …
oxonfzgAAAAJ,Sarah Schell,American University of Beirut,https://scholar.google.com/citations?hl=en&user=oxonfzgAAAAJ,American University of Beirut,
JqK4mggAAAAJ,Elie Shaccour,American University of Beirut,https://scholar.google.com/citations?hl=en&user=JqK4mggAAAAJ,American University of Beirut,Computer architecture Software Testing Data Analysis Machine Learning
rFJMxbYAAAAJ,Tracy Nassif,American University of Beirut,https://scholar.google.com/citations?hl=en&user=rFJMxbYAAAAJ,American university of Beirut,
vCHdevMAAAAJ,Halima Makarem,American University of Beirut,https://scholar.google.com/citations?hl=en&user=vCHdevMAAAAJ,American University of Beirut,Cardiovascular Pharmacology - Epidemiology …
LCbTLVEAAAAJ,Beata Dreksler,American University of Beirut,https://scholar.google.com/citations?hl=en&user=LCbTLVEAAAAJ,American University of Beirut,
8jFgfkYAAAAJ,Rami Elhusseini,American University of Beirut,https://scholar.google.com/citations?hl=en&user=8jFgfkYAAAAJ,"Sustainable Development Goals Focal Person, Faculty of Agricultural and Food Sciences …",Sustainability Sports Nutrition SDGs Water Polo Human Rights.
hNSGWHgAAAAJ,Sinine Nakhle,American University of Beirut,https://scholar.google.com/citations?hl=en&user=hNSGWHgAAAAJ,American University of Beirut,Career Development Human Resource Management Gender Culture Organizations
2yjuf5sAAAAJ,Ralph Adaimy,American University of Beirut,https://scholar.google.com/citations?hl=en&user=2yjuf5sAAAAJ,"Masters Student in Computer Science, American University of Beirut",Computer Application Security Web Application Security Information Flow Security
n-Ds-noAAAAJ,Batool Ibrahim,American University of Beirut,https://scholar.google.com/citations?hl=en&user=n-Ds-noAAAAJ,American University of Beirut,
qzWbMAkAAAAJ,Nadine Yamout,American University of Beirut,https://scholar.google.com/citations?hl=en&user=qzWbMAkAAAAJ,"Assistant Professor, American University of Beirut",Macroeconomics International Macroeconomics Labour Economics
RErBH3IAAAAJ,Alparslan Tuncay,American University of Beirut,https://scholar.google.com/citations?hl=en&user=RErBH3IAAAAJ,American University of Beirut,Macroeconomics
dhJA2Z4AAAAJ,John Abou Jaoudeh,American University of Beirut,https://scholar.google.com/citations?hl=en&user=dhJA2Z4AAAAJ,American University of Beirut,Web Development Networking Mobile Development
wVK9DPAAAAAJ,anas hussami,American University of Beirut,https://scholar.google.com/citations?hl=en&user=wVK9DPAAAAAJ,AUB,
viAPOTIAAAAJ,Mohammad Haj Hussein,American University of Beirut,https://scholar.google.com/citations?hl=en&user=viAPOTIAAAAJ,"Masters Student, American University of Beirut",Deep Learning Signal Processing Optimization Robotics
s4KfaB4AAAAJ,Salam Tabet,American University of Beirut,https://scholar.google.com/citations?hl=en&user=s4KfaB4AAAAJ,American University of Beirut,Privacy Augmented Reality Computer Vision
F2hmQAMAAAAJ,mehran madani,American University of Beirut,https://scholar.google.com/citations?hl=en&user=F2hmQAMAAAAJ,"Assistant Professor of Landscape Architecture, American University of Beirut",Urban Landscape Urban Design Healthy Community Design for Older Adults Urban Sociology
jxKCyecAAAAJ,Yara Khoury Nammour,American University of Beirut,https://scholar.google.com/citations?hl=en&user=jxKCyecAAAAJ,"Assistant Professor, American University of Beirut",Arabic typography type design graphic design visual communication
ktwHdNMAAAAJ,Ziad Chebaro,American University of Beirut,https://scholar.google.com/citations?hl=en&user=ktwHdNMAAAAJ,American University of Beirut,natural products medicinal plants cancer
Wb26vkkAAAAJ,Mirna Abou Mjahed,American University of Beirut,https://scholar.google.com/citations?hl=en&user=Wb26vkkAAAAJ,American University of Beirut,
5vkKZwEAAAAJ,Salma Maroun,American University of Beirut,https://scholar.google.com/citations?hl=en&user=5vkKZwEAAAAJ,American University of Beirut,Leadership - Destructive Leadership
_C6UplIAAAAJ,Enass Khansa,American University of Beirut,https://scholar.google.com/citations?hl=en&user=_C6UplIAAAAJ,The American University of Beirut,Arabic literature al-Andalus anthologies Islamic studies
SDRHi2IAAAAJ,Muhammad Hussam Alothman,American University of Beirut,https://scholar.google.com/citations?hl=en&user=SDRHi2IAAAAJ,"American University of Beirut, Lebanon",Neurosurgery
KZg8E44AAAAJ,Dr. Zeina Mohanna,American University of Beirut,https://scholar.google.com/citations?hl=en&user=KZg8E44AAAAJ,Lecturer at the American University of Beirut,Human Rights Citizenship Humanitarian Support Migrant workers Human Trafficking
cOw2SA0AAAAJ,Ayat Basma,American University of Beirut,https://scholar.google.com/citations?hl=en&user=cOw2SA0AAAAJ,American University of Beirut,History
l1TbnPwAAAAJ,Mahmoud Altrabolsi,American University of Beirut,https://scholar.google.com/citations?hl=en&user=l1TbnPwAAAAJ,"Research Assistant, American University of Beirut",Electrical Capacitance Tomography Machine Learning Instrumentation Robotics
n74E0asAAAAJ,Halle Neiderman,American University of Beirut,https://scholar.google.com/citations?hl=en&user=n74E0asAAAAJ,American University of Beirut,
0mZ_a2cAAAAJ,Nour Massouh,American University of Beirut,https://scholar.google.com/citations?hl=en&user=0mZ_a2cAAAAJ,"Research Assistant, American University of Beirut",Epidemiology Biostatistics Diabetes Cancer Social Determinants of Health
NRsbGN8AAAAJ,Aya Hanna,American University of Beirut,https://scholar.google.com/citations?hl=en&user=NRsbGN8AAAAJ,American University of Beirut,Antimicrobial resistance Microbiology Microbiome Natural Products Drug Discovery
GLsh19sAAAAJ,Mariam Baassiri,American University of Beirut,https://scholar.google.com/citations?hl=en&user=GLsh19sAAAAJ,American University of Beirut,Education Assessment
KIwA2vQAAAAJ,Abdallah El Bizri,American University of Beirut,https://scholar.google.com/citations?hl=en&user=KIwA2vQAAAAJ,"MD, American University of Beirut",Internal Medicine Cardiology
jdxoNYQAAAAJ,Mohamad Hammoud,American University of Beirut,https://scholar.google.com/citations?hl=en&user=jdxoNYQAAAAJ,American University of Beirut,Neonatology
_UzsLKsAAAAJ,Lama A Ammar,American University of Beirut,https://scholar.google.com/citations?hl=en&user=_UzsLKsAAAAJ,American University of Beirut,Interventional Cardiology
mfIKYCAAAAAJ,Weam Bou Karroum,American University of Beirut,https://scholar.google.com/citations?hl=en&user=mfIKYCAAAAAJ,"MSc in Analytical Chemistry, American University of Beirut",
8Xna1AoAAAAJ,Rana Sukarieh,American University of Beirut,https://scholar.google.com/citations?hl=en&user=8Xna1AoAAAAJ,"Assistant Professor of Sociology, American University of Beirut",transnational social movements BDS Palestine Solidarity economy Arab societies
iDI5VacAAAAJ,Mahdi Jammal,American University of Beirut,https://scholar.google.com/citations?hl=en&user=iDI5VacAAAAJ,American University of Beirut,Optimization Statistical Learning
n579b54AAAAJ,Carla chalhoub,American University of Beirut,https://scholar.google.com/citations?hl=en&user=n579b54AAAAJ,American University of Beirut,
Obl9B98AAAAJ,ALBERT AKAFARI,American University of Beirut,https://scholar.google.com/citations?hl=en&user=Obl9B98AAAAJ,American University of Beirut,agricultural economics food and water security environmental and resource economics rural community development and climate
QYtbhzAAAAAJ,Charbel Feghaly,American University of Beirut,https://scholar.google.com/citations?hl=en&user=QYtbhzAAAAAJ,Laboratory Management at American University of Beirut,… | Stem Cell | Molecular and cellular biology …
